income,investment_income,deductions,age,state,target
102303,17570,4482,53,NY,21975.600000000002
57139,12392,9686,30,FL,10865.1
107149,11956,25428,24,FL,16866.200000000004
86138,15641,7400,33,TX,17723.750000000004
148205,13998,6806,50,FL,30039.2
106125,6305,25027,62,CA,15914.0
43918,18782,10516,18,WA,8971.9
115655,12721,7396,28,WA,23190.15
57446,6995,7338,23,TX,10703.95
43046,12427,9950,37,FL,7985.75
54818,13782,12500,52,NY,9905.9
130894,2230,11545,61,CA,23627.050000000003
145751,6511,28712,54,TX,22948.850000000002
34324,16512,5241,58,FL,8031.35
106323,9461,23778,43,NY,16739.250000000004
39111,4765,22821,29,FL,2831.7000000000007
68110,13272,4695,47,TX,14439.05
46389,5552,11530,45,NY,7228.1
71427,627,14312,44,NY,10801.45
109579,11989,18972,59,NY,18971.15
58746,13780,14318,36,NY,10236.7
117886,6589,18166,22,FL,20024.05
137141,2044,22331,22,NY,22152.05
30117,13171,22978,58,FL,2254.55
142221,18725,19904,44,NY,26276.95
114471,5884,26355,45,NY,17188.05
142613,8185,11324,43,TX,26919.350000000002
43234,249,28149,44,FL,1646.9000000000015
133864,19309,3218,69,FL,28864.65
83441,17358,20141,66,WA,14256.650000000001
30846,9175,4016,59,TX,6541.450000000001
40954,16260,2837,38,FL,9920.55
109239,2672,26957,18,TX,15509.350000000002
143689,7279,22384,45,TX,24233.65
76514,8662,16312,65,TX,12524.100000000002
118236,1987,7034,32,CA,22186.75
127579,16474,7309,34,FL,26159.65
36469,12948,14379,43,TX,5641.25
60105,13026,4239,37,CA,12915.15
72101,2773,12128,42,CA,11804.150000000001
94323,13159,20812,30,NY,15635.45
121922,9878,29669,50,NY,18448.850000000002
88067,10178,15856,42,FL,15176.100000000002
79376,10377,9611,25,NY,15029.0
75587,7347,4150,22,FL,15181.95
66976,1008,25906,23,CA,7069.9000000000015
134587,3783,11109,40,CA,24707.600000000002
97584,4298,1446,69,FL,19800.0
134537,4668,26016,47,NY,21103.600000000002
108477,2052,11936,31,NY,19019.2
140911,1716,11036,40,FL,25680.600000000002
72533,310,6468,28,WA,12936.1
31828,14391,14021,48,NY,5019.0
31917,1260,22174,23,TX,1028.9000000000005
50618,13157,4175,28,NY,11053.4
62254,11460,15390,30,WA,10322.300000000001
135292,16968,5080,29,CA,28333.600000000002
146714,14011,15471,19,CA,27576.700000000004
77362,2866,14893,52,CA,12179.050000000001
50128,14365,17248,53,NY,7868.35
141281,5898,23244,34,CA,23329.9
89383,18395,16009,45,WA,16633.600000000002
95545,6251,25047,45,WA,13784.900000000001
112180,4939,6217,39,NY,21622.6
117958,4006,5672,55,TX,22774.500000000004
39865,1625,1502,24,NY,7841.25
32219,10956,21068,32,CA,2820.2
69809,17274,1410,49,NY,16200.400000000001
146748,6078,3770,28,WA,29318.800000000003
35287,8923,10097,41,NY,5871.6
64387,3961,21043,20,NY,8210.800000000001
38512,18888,4001,47,TX,9535.35
31342,8806,28080,23,WA,569.3000000000002
93076,18103,19867,19,FL,16363.900000000001
138872,13558,20946,31,FL,24571.600000000002
49216,6686,598,58,WA,10696.6
147512,1587,25567,35,FL,23348.7
146682,9803,26508,68,CA,24179.850000000002
123070,17280,10976,61,FL,24462.0
109767,10350,19425,48,CA,18649.65
127829,18816,24544,30,WA,22252.200000000004
56614,11454,6391,43,FL,11443.150000000001
66258,15849,23671,61,FL,9711.2
123789,6837,16450,29,CA,21670.850000000002
72078,1449,14908,35,CA,10905.95
136288,5454,24507,26,NY,21948.95
113524,9424,11590,66,TX,21220.9
126573,4117,16279,38,FL,21862.4
42219,8869,2750,65,TX,9086.650000000001
30235,10850,25045,66,TX,1413.25
72929,18412,9916,57,FL,14868.600000000002
97444,14343,6806,60,CA,19938.75
38567,6845,6429,41,NY,7132.9000000000015
131834,4624,8123,51,WA,25029.65
100792,8848,28561,25,FL,14345.350000000002
95441,16549,18015,61,FL,17066.8
114555,13136,6452,50,WA,23268.4
103698,589,17158,40,TX,16538.45
147248,19205,15456,30,NY,28466.350000000002
35415,6509,27588,66,TX,1162.3500000000004
66159,7693,29808,31,WA,6933.750000000002
73925,9454,22491,31,WA,10580.35
35951,16455,24188,33,NY,3611.4500000000007
117388,11708,27079,66,WA,18464.050000000003
38007,12942,26062,55,WA,3027.2000000000007
71832,19964,4019,56,NY,16356.25
88596,16652,12419,43,FL,17112.25
60523,9968,929,43,TX,13367.550000000001
118861,2462,19396,18,FL,19292.5
116740,9460,21408,49,FL,19415.0
45524,1015,6264,32,TX,7691.050000000001
49282,9275,29892,69,FL,3774.6500000000015
53930,13269,7973,38,NY,10783.1
30077,406,9697,35,TX,3652.05
135881,7384,21113,47,CA,23005.55
50611,11268,24345,30,FL,5726.1500000000015
46984,17369,11136,41,WA,9218.150000000001
44060,11795,19203,47,TX,5780.5
112985,4485,29734,19,CA,15836.25
114056,8901,23039,36,WA,18386.600000000002
73303,2618,1184,64,CA,14757.300000000001
89207,9603,24864,61,FL,13065.850000000002
105046,6928,22727,64,WA,16366.650000000001
59287,5368,26387,42,FL,6065.850000000002
123709,4621,16911,67,WA,21207.200000000004
69711,14719,916,31,TX,15921.050000000001
41954,11126,26284,23,NY,3488.7000000000007
103340,7566,3574,29,NY,20909.4
102101,12306,3319,37,CA,21436.350000000002
101520,15086,17790,40,WA,18119.4
117062,17387,17625,47,FL,21614.2
132974,18850,5206,47,TX,28120.800000000003
48574,18323,23633,55,TX,6555.0
39184,18019,19517,47,TX,5660.4
49096,9890,17182,58,NY,7007.200000000001
97728,8095,17907,47,FL,16283.100000000002
64016,12719,23593,53,TX,8812.800000000001
41246,10283,28683,66,TX,2620.9000000000015
75558,18279,4928,51,CA,16621.45
148721,14231,16105,33,WA,27852.600000000002
48381,14698,2888,41,WA,11158.900000000001
66455,17457,2690,31,WA,15237.05
122263,5184,4091,43,CA,24207.45
34018,2402,23666,25,NY,1247.4000000000005
41302,4895,25817,31,CA,2540.3999999999996
97506,11404,13960,48,TX,17721.8
71157,15161,22633,19,FL,10847.300000000003
84917,9343,690,65,TX,18212.350000000002
122738,10637,25103,21,TX,19867.4
126646,1956,1495,18,FL,25248.850000000002
113122,7023,28401,37,WA,16577.600000000002
54519,14062,11085,31,CA,10241.85
126809,14333,17276,57,NY,23192.750000000004
117487,3907,24962,42,TX,17842.95
86819,807,25825,42,TX,11028.599999999999
110910,14031,10720,20,NY,21606.65
101324,4827,5873,22,CA,19520.600000000002
35408,13699,4503,55,TX,8010.700000000001
89379,4524,11720,43,NY,15624.399999999998
55053,15193,13964,57,TX,9798.55
39446,16223,897,55,WA,10098.400000000001
30922,18668,17094,55,WA,4711.1
128723,5313,3695,21,TX,25617.800000000003
81356,13598,2686,24,TX,17639.4
40789,13058,23572,47,WA,4223.5
127720,17141,5778,47,TX,26670.65
96656,4887,24152,36,CA,14026.25
74028,3854,15150,56,CA,11596.2
94484,12458,21397,52,FL,15416.25
62154,14536,20896,57,CA,9387.2
112870,3558,16799,50,TX,18907.95
32336,9772,9663,50,TX,5517.250000000001
133677,17345,4180,31,NY,28292.15
97779,3575,4262,55,CA,19026.55
49029,2418,27007,27,WA,3416.750000000002
89201,4198,2515,45,WA,17841.15
62265,1001,25671,31,FL,6185.4
132916,7119,25385,53,NY,21304.8
142250,19229,11236,55,WA,28525.35
146553,9673,22024,33,FL,25255.550000000003
73872,5316,14104,38,CA,12045.800000000001
76197,16244,6616,45,NY,16022.0
85180,16806,17376,50,NY,15212.900000000001
53710,11873,25857,23,TX,6058.700000000001
59486,4266,4370,58,CA,11444.6
101907,7549,18157,32,NY,16974.5
101895,19094,19945,61,FL,18256.85
94435,10589,3816,20,WA,19521.35
70631,1657,23017,60,CA,8620.5
131532,18925,1756,64,CA,28706.15
50103,6763,2373,52,NY,10441.800000000001
94772,19459,2576,31,NY,21229.25
44382,3164,25467,19,NY,2984.25
114291,18437,4184,46,FL,24577.75
131195,8479,25283,21,TX,21190.1
33756,5737,2397,43,NY,7012.500000000001
50609,19601,12674,68,TX,9893.45
144074,17831,10326,29,TX,28907.950000000004
46478,6009,10546,19,CA,7560.450000000001
130978,16991,22353,34,WA,23156.000000000004
69666,4552,29849,52,WA,7153.75
105683,18148,4535,27,FL,22725.050000000003
129097,9417,23267,65,FL,21415.2
130420,9221,24511,39,WA,21339.4
101315,2671,14599,58,WA,17013.9
107834,6519,9168,60,CA,20252.65
44153,3962,17118,38,CA,5145.4
139415,12734,27044,32,WA,23032.1
106325,13122,27116,52,NY,16454.3
139701,19561,632,65,NY,30716.350000000002
42999,3722,13280,38,CA,5838.1
85318,4906,14746,38,TX,14113.000000000004
30814,7263,4268,38,WA,6185.25
145033,13699,20483,61,FL,25940.7
106077,11088,19285,49,NY,18057.350000000002
120474,808,18047,22,TX,19704.250000000004
32443,9170,15321,56,NY,4033.8500000000004
105993,16260,10207,26,TX,21085.850000000002
105916,17109,5591,35,WA,22351.8
103319,10693,27757,38,WA,15328.500000000004
139777,7701,16226,25,WA,25054.050000000003
47368,17600,29732,61,CA,4680.6
45328,18581,28639,69,TX,4693.0
86942,14191,27206,51,FL,12715.550000000003
121751,19190,20256,27,FL,22164.7
129131,17356,1054,68,WA,28166.100000000002
57306,13704,8572,58,FL,11373.800000000001
115451,2123,13579,41,NY,20013.9
69915,11533,19466,57,TX,10846.45
67219,16608,10583,41,TX,13289.25
110879,14448,8007,49,TX,22341.250000000004
141939,14586,15903,50,NY,26599.950000000004
94644,1814,9784,55,CA,16754.899999999998
90279,13001,4261,61,NY,18940.7
83028,17490,27323,68,TX,12398.350000000002
134263,16508,2389,66,TX,28731.550000000003
30126,19630,19937,51,TX,3985.4500000000007
82329,13380,21522,28,FL,13092.3
57632,15406,13939,48,CA,10352.550000000001
137099,2931,11219,35,NY,25054.700000000004
95310,13567,9399,40,TX,18747.3
139945,14038,28429,39,WA,22987.45
85176,12317,544,60,CA,18746.75
149797,2971,27657,35,WA,23490.800000000003
116066,2017,20047,57,CA,18504.0
135500,2415,2239,64,TX,26902.5
74327,19480,10559,58,CA,15147.650000000001
98904,1609,20157,64,CA,14982.900000000001
33797,717,2627,56,TX,6210.200000000001
77882,19945,6618,37,WA,16913.65
43718,12662,12123,30,WA,7612.15
64560,6782,6780,62,FL,12234.3
106589,1048,27050,18,WA,14712.500000000004
52116,11618,8015,69,WA,10162.150000000001
66244,8307,3130,21,CA,13712.35
131721,7905,28083,41,FL,20509.2
31645,9993,16480,53,TX,3707.95
77523,10338,14831,53,TX,13347.55
147718,5578,20242,62,NY,25319.800000000003
49256,13834,2708,19,FL,11249.300000000001
131376,18004,5397,45,CA,27626.55
130158,6548,11528,43,NY,24131.800000000003
83173,7381,22536,40,NY,12107.750000000004
67430,2941,16840,32,TX,9717.15
69282,5695,5914,53,WA,13232.150000000001
149719,6401,4368,44,CA,29811.950000000004
93374,15179,11179,23,FL,18156.899999999998
98244,14456,20472,52,NY,16699.2
41694,13097,12076,56,CA,7284.35
86264,6197,25607,55,TX,11780.599999999999
105060,5450,24783,52,NY,15633.75
127416,17937,18321,53,NY,23593.5
87545,17396,13948,27,TX,16631.4
148195,8378,17530,47,TX,26513.2
69224,1881,21536,58,TX,8742.95
132516,6799,13824,55,CA,24067.05
127945,14597,4299,46,CA,26703.8
43224,13675,14120,69,CA,7166.050000000001
70738,4586,8118,60,WA,12806.0
55150,8430,10756,56,NY,9605.5
93731,2345,25018,67,CA,12843.45
79688,16459,24143,21,WA,12370.7
129929,9548,7953,22,NY,25429.750000000004
138618,5877,4784,21,CA,27409.15
103509,6785,15185,53,TX,17923.300000000003
38577,15833,9024,62,FL,7834.35
38070,4922,14674,33,CA,4683.799999999999
38666,18714,17845,42,FL,6079.050000000001
87761,4686,11708,31,CA,15328.100000000002
66368,14407,1159,28,TX,15144.9
36783,18286,386,46,FL,10003.0
141530,12205,26617,51,WA,23482.5
71914,13179,7192,39,TX,14561.650000000001
100507,18443,10745,31,FL,20181.600000000002
109026,16524,9910,41,FL,21806.3
145893,18173,21159,56,TX,26614.800000000003
141255,16,28626,43,TX,21096.9
140616,13374,3409,60,TX,29277.05
97526,16848,17073,53,NY,17764.15
100835,18211,23412,56,WA,17045.65
75765,5956,23646,33,CA,10134.9
49956,16473,22048,55,FL,6950.1500000000015
117895,4815,23150,49,CA,18513.75
76240,19235,25745,23,TX,11697.0
67148,2843,13180,51,WA,10561.050000000001
124270,15972,17336,25,WA,22915.8
34757,17353,29926,47,NY,2072.8500000000004
49097,1094,29455,44,TX,2619.75
40395,6124,6142,24,FL,7462.1
46241,19579,5967,44,NY,10693.300000000001
133892,1404,29166,42,TX,19697.5
57696,3982,7205,63,NY,10335.25
145654,12515,28072,58,CA,23990.050000000003
100480,15790,16006,32,TX,18463.0
76163,12205,12109,42,FL,14036.099999999999
49816,12748,13034,39,FL,8616.900000000001
79840,3092,2484,35,TX,15810.8
132547,13971,1854,29,NY,28141.550000000003
82853,14616,11631,40,WA,15855.250000000004
54917,4933,19615,68,TX,6819.600000000002
126731,4926,2597,62,FL,25435.850000000002
51566,3969,7829,56,CA,8951.300000000001
105452,2965,8186,42,FL,19488.65
92823,4319,3983,27,WA,18216.7
50806,8975,23347,47,FL,5670.700000000001
105520,7108,6684,27,WA,20499.2
31759,9141,10383,51,TX,5127.2
71949,16428,27211,63,FL,10051.25
122374,1810,17040,30,NY,20486.300000000003
32482,10273,12004,46,NY,5036.35
54442,9021,24127,55,FL,6209.800000000001
63719,18293,27916,58,FL,8508.75
88066,6364,12103,62,CA,15542.05
123501,2581,23223,26,FL,19281.600000000002
32079,691,26372,30,CA,0.0
32717,931,28939,54,CA,0.0
89676,13128,6312,31,CA,18326.4
57952,14226,7938,54,CA,11739.800000000001
116444,13861,9954,26,TX,22879.450000000004
72460,15475,22560,25,NY,11173.25
120397,3406,29048,56,CA,17328.300000000003
102847,8339,19669,57,NY,16903.0
123607,17416,9777,20,CA,24889.550000000003
119106,17695,21943,64,NY,20989.7
48449,8579,3563,57,FL,10085.900000000001
63536,3121,27016,50,FL,6421.35
94077,18257,20968,49,NY,16311.95
68258,15946,21201,24,CA,10743.25
78302,3748,5041,36,TX,14962.350000000002
58865,277,11292,51,NY,8991.55
36645,18243,22566,31,WA,4423.950000000001
149771,11563,8026,67,TX,29682.15
68000,6792,13923,64,WA,11138.05
56737,13918,19628,63,NY,8528.100000000002
41485,10374,17424,36,CA,5497.1
68565,4675,27703,68,WA,7488.5
55522,1170,18657,43,NY,6615.6500000000015
149614,8681,3629,34,TX,30317.700000000004
95155,10717,2114,45,CA,20110.05
85168,12450,23748,36,WA,12964.100000000002
82487,10680,1677,44,NY,17680.15
42342,10068,3094,65,CA,9205.1
70806,2462,25574,69,CA,8137.0
78770,13650,22257,36,FL,12237.25
108623,287,2284,50,CA,21196.65
133177,18291,5052,68,NY,28116.050000000003
129785,1161,23446,24,TX,20269.65
105629,16513,17973,46,FL,19109.500000000004
82603,2363,25737,60,NY,10440.800000000003
142726,5983,18904,22,NY,24716.65
111974,16527,12047,47,NY,21862.100000000002
135947,8207,21032,66,WA,23162.45
56399,14758,22113,60,WA,7965.25
115382,244,694,25,TX,22939.5
111244,17310,24191,59,NY,18797.550000000003
139575,3178,15588,29,WA,24494.7
145520,2176,28988,59,WA,22183.4
140904,5002,13055,30,WA,25667.350000000002
106534,886,16080,43,TX,17419.700000000004
85106,19782,28374,35,TX,12895.0
142599,13721,20067,59,NY,25561.200000000004
60678,12142,6704,68,FL,12280.9
106218,2654,7368,69,NY,19799.7
93230,11984,1971,66,WA,19950.85
144684,17755,14593,37,WA,27951.800000000003
104055,7135,26079,33,CA,15361.5
86373,320,8055,54,NY,15308.850000000002
61480,4654,11441,20,WA,10133.85
115230,16131,20602,44,WA,20315.15
98836,10770,14677,32,FL,17713.45
102258,6553,27818,51,CA,14480.050000000003
69986,11559,1868,62,NY,15264.050000000001
54160,9009,18055,39,TX,7669.6
115595,13482,25658,57,NY,18726.8
131358,7498,1728,40,NY,26964.300000000003
109111,6636,7632,66,FL,20909.600000000002
94929,7362,12043,21,NY,17079.35
103506,16395,6403,68,FL,21559.7
64911,16578,15732,58,FL,11535.900000000001
117127,2537,22476,40,WA,18186.95
61821,19226,18526,64,TX,10616.6
105039,15216,9340,26,FL,20955.200000000004
90535,18613,6184,41,CA,19352.95
143453,3009,22394,38,CA,23543.45
114458,14209,253,58,TX,24959.7
42175,15675,4102,63,FL,9760.75
149235,15029,3542,33,TX,31215.85
84771,2077,19159,42,WA,12476.0
136660,13907,24062,43,CA,23402.55
116925,3867,6212,66,NY,22412.05
143374,16152,4637,62,CA,29938.350000000002
96358,4873,11525,26,FL,17121.300000000003
47327,8635,28760,32,TX,3570.6499999999996
77057,297,22418,56,CA,9851.45
36150,13095,11471,50,NY,6326.5
34425,9036,12500,18,NY,5115.4
46032,1015,27457,22,TX,2494.3999999999996
32198,1384,24841,26,TX,436.9500000000007
90500,8745,15247,61,CA,15600.0
83394,18734,10532,23,FL,16855.899999999998
50079,17653,13518,45,WA,9284.25
66220,1260,6476,62,NY,11814.0
71874,7701,19532,43,TX,10646.95
43859,10401,19743,45,WA,5396.200000000001
80460,15519,1004,57,WA,18168.85
61419,11864,10286,32,WA,11491.900000000001
148865,15681,4717,23,FL,30945.9
38705,5543,3271,44,TX,7754.700000000001
72880,18265,12714,55,NY,14137.25
53236,12488,209,21,TX,12468.150000000001
117955,10079,25463,28,CA,18737.1
115514,10744,5539,38,NY,23329.65
133145,3809,16537,47,TX,23066.1
45358,7206,19977,35,NY,5158.25
129713,13746,8606,52,CA,25853.000000000004
124914,15995,11616,20,NY,24478.050000000003
132870,16035,29852,29,WA,21516.25
106918,11671,1284,44,FL,22813.250000000004
149179,13210,3148,47,CA,31030.300000000003
146243,17793,768,38,NY,31725.550000000003
44596,5197,25558,55,CA,3309.25
63572,15553,5607,38,WA,13645.600000000002
108757,7452,19586,55,FL,17972.7
31279,8718,29250,57,CA,251.0
93197,14859,28102,32,WA,13842.75
141496,2172,19171,35,WA,23832.25
92516,13158,18594,69,WA,15828.400000000001
37083,16663,25614,46,NY,3512.5499999999993
139397,19053,7399,65,TX,28887.600000000002
47771,11085,22722,55,CA,5536.450000000001
59975,3981,28508,38,TX,5465.15
75648,5247,25117,34,WA,9637.4
78285,10553,358,58,TX,17150.45
49063,6135,849,68,WA,10520.6
97642,5573,7498,35,WA,18489.850000000002
120093,13731,4522,54,FL,24947.750000000004
144390,7189,18928,55,FL,25224.35
116143,14541,12773,29,TX,22216.500000000004
67599,10878,18215,28,CA,10597.750000000002
81920,11087,17856,65,TX,13583.05
58529,13667,9628,69,CA,11348.85
65954,2776,329,66,TX,13524.95
57856,9311,5851,37,NY,11505.1
32573,7697,7032,26,NY,5911.150000000001
108344,14629,15326,18,CA,20031.65
65367,8386,5266,20,FL,13014.800000000001
132337,17046,4354,38,CA,27935.800000000003
136732,8044,22819,40,TX,22848.25
129608,9615,24362,26,WA,21273.350000000002
90774,15034,20622,36,NY,15254.399999999998
53752,5060,22496,62,WA,5885.4000000000015
85029,10900,28584,63,NY,11494.8
47685,5581,15082,69,TX,6603.65
81693,2014,4722,36,NY,15460.2
146739,12997,17772,40,CA,26854.350000000002
85961,10635,20569,44,WA,13645.2
136937,13648,8911,44,WA,27206.850000000002
106908,7148,3235,56,TX,21645.050000000003
104532,18748,4576,53,WA,22574.600000000002
111994,14022,26707,29,TX,17825.350000000002
86133,5919,1100,44,FL,17839.45
127425,15886,8864,63,CA,25651.9
91268,6638,8708,51,NY,17072.300000000003
122201,4651,18916,50,NY,20408.850000000002
68243,609,24154,45,NY,7701.450000000001
87384,7940,20054,48,FL,13654.3
61653,10348,17165,49,CA,9591.550000000001
56657,3866,14439,67,WA,8301.550000000001
69952,16755,19907,37,WA,11526.900000000001
52180,16999,11750,57,CA,10048.35
127432,2253,22515,52,CA,20195.600000000002
108411,4942,26962,48,NY,15683.0
31622,12330,21166,48,WA,2882.4000000000005
78756,864,9781,55,CA,13435.550000000001
70809,1268,4995,39,WA,13103.250000000002
46725,7454,17885,62,CA,5991.85
91396,13666,11986,58,TX,17332.600000000002
81226,12370,12510,26,NY,14973.2
136296,5229,19464,69,CA,23177.55
111182,16309,9268,26,FL,22365.75
112565,18621,25676,32,CA,18887.15
59402,4054,502,30,TX,12363.000000000002
34263,935,9531,39,FL,4610.1
126523,12172,20269,33,FL,22063.15
76828,10530,8009,49,CA,14942.849999999999
77924,15560,17007,19,TX,13667.050000000003
104182,16156,26462,43,FL,16644.300000000003
123065,16709,11542,31,NY,24233.85
89052,9726,17434,55,NY,14910.800000000003
41664,7774,29765,51,WA,2057.6500000000015
65737,1985,23769,25,WA,7502.9000000000015
131332,14252,22465,53,TX,22787.95
119563,4603,21868,38,FL,19136.050000000003
59373,19162,20156,63,NY,9709.9
147369,15960,20300,60,NY,26792.800000000003
66397,9462,20402,45,TX,9598.2
116145,14166,17713,63,FL,20925.65
131371,7754,13435,61,TX,24078.55
68709,14246,4114,65,CA,14850.2
146074,4078,13568,23,NY,26434.500000000004
91120,12853,3367,37,TX,19310.2
49250,17751,8095,48,TX,10488.9
51172,4042,5141,50,CA,9555.45
41555,16284,3951,61,WA,9765.85
117410,14389,21468,24,NY,20273.35
108617,2575,27073,25,TX,15341.400000000001
83276,6754,14887,26,NY,13946.55
87492,17965,1573,19,WA,19799.9
83002,1986,13359,34,TX,13558.550000000003
119599,18624,19018,69,CA,21958.9
102355,15470,2768,62,NY,22099.5
121248,5968,5302,54,CA,23819.300000000003
54762,7493,13746,59,WA,8639.850000000002
41046,4103,22634,61,WA,3166.1500000000015
126999,2076,1211,34,NY,25408.450000000004
146021,2994,25351,55,WA,23315.55
58769,3744,15445,52,FL,8454.150000000001
83302,14466,22339,64,NY,13245.550000000003
53150,14523,15815,56,FL,8854.7
98247,5594,1160,47,WA,20198.5
34853,7531,22361,23,NY,2510.0
124613,7371,7041,21,FL,24268.000000000004
119399,14547,18767,68,WA,21370.100000000002
51792,18028,10846,54,TX,10351.100000000002
89129,3144,5876,52,TX,16828.399999999998
136019,13990,19924,26,CA,24321.300000000003
104478,14083,12889,23,TX,19785.800000000003
143811,16626,13882,30,FL,27785.600000000002
144130,7954,14738,39,TX,26334.6
97298,7269,21019,45,NY,15295.2
61987,7130,1095,47,NY,13193.150000000001
45850,6828,5901,69,NY,8718.95
42112,8844,8215,53,TX,7695.25
54058,14220,12911,19,TX,9716.85
75420,6331,14123,53,CA,12502.9
68890,19896,28132,25,WA,9729.400000000001
96017,13397,1079,62,CA,20943.2
77304,17883,29657,59,FL,10729.0
62921,10291,12510,67,NY,11000.35
135921,18542,24754,26,TX,23777.0
31524,10164,19231,18,WA,3021.6499999999996
130424,10450,18344,30,WA,23066.300000000003
45048,2035,1473,67,TX,8946.6
65111,11463,4888,32,CA,13519.650000000001
67904,7977,4979,49,WA,13532.6
84912,17241,1212,51,CA,19265.550000000003
64008,12182,22081,60,TX,9108.65
30060,298,9001,48,CA,3806.45
104666,923,13248,31,NY,17759.65
113559,13331,419,64,TX,24606.700000000004
85337,19183,15608,31,TX,16042.850000000002
140616,6578,3659,65,WA,28195.15
43350,4875,5283,46,WA,8080.5
54354,12254,28392,64,WA,5610.9000000000015
75186,18186,25854,36,NY,11301.600000000002
58145,10905,10715,44,NY,10586.0
64020,13353,16165,26,FL,10765.7
116123,15882,26016,54,TX,19102.9
136667,19041,1340,54,WA,29854.550000000003
105186,19730,26797,60,TX,17297.45
115469,9663,14805,45,CA,20842.000000000004
50581,19333,10584,69,NY,10370.150000000001
118929,941,14780,41,FL,20231.950000000004
53051,1907,5137,45,CA,9612.0
81474,4837,21573,53,TX,11627.100000000002
121748,13680,17745,69,NY,21965.350000000002
144618,17627,591,35,WA,31419.9
99626,5696,526,42,CA,20648.100000000002
36960,16226,7855,52,NY,7862.15
65772,13543,10695,21,TX,12512.100000000002
51520,12615,1292,31,TX,11873.25
79481,1466,18038,56,CA,11606.6
66408,18350,29482,43,CA,8663.6
124006,375,16571,25,CA,20714.7
87134,262,19142,41,FL,12680.599999999999
50491,11580,25104,33,WA,5559.200000000001
31341,10136,8625,37,NY,5632.35
74623,7833,6431,32,TX,14491.800000000001
120327,1893,22421,24,TX,18744.100000000002
30338,8106,15926,34,WA,3302.0
101431,11826,11704,39,CA,19134.100000000002
42254,1652,26380,39,CA,2103.6000000000004
81860,599,24878,29,TX,10242.349999999999
41344,18296,20566,35,WA,5871.700000000001
31750,8792,23357,63,TX,1829.5500000000002
84756,3637,437,64,CA,17387.5
97957,10355,10780,32,NY,18449.65
135423,15989,29717,54,CA,22053.7
88053,9290,17216,33,NY,14700.100000000002
100855,5599,8988,22,FL,18763.85
45896,14342,25135,19,WA,5046.75
85761,13945,28164,69,FL,12202.95
92552,10762,8953,45,CA,17886.45
107454,14312,5794,58,WA,22189.100000000002
148681,7382,3574,44,CA,29950.0
120600,8982,20169,48,WA,20425.05
142153,19953,27090,58,WA,24651.050000000003
57935,7707,21604,53,CA,7342.049999999999
67641,17130,24134,64,CA,10064.2
59711,4633,16301,60,WA,8561.900000000001
100342,17304,23202,18,WA,16863.5
136896,9269,684,67,CA,28598.55
42182,13778,29836,46,CA,3044.0999999999985
117833,7008,4233,18,TX,23559.550000000003
86276,15523,16961,25,TX,15343.400000000001
49541,18765,12997,33,TX,9473.7
124457,3618,8007,45,FL,23432.350000000002
112310,272,16611,39,WA,18350.05
74813,13007,2328,35,NY,16331.650000000001
67198,18157,19115,39,FL,11384.4
38820,2547,9019,58,WA,5891.3
54070,3164,16814,29,NY,7085.1
99768,14414,9255,36,TX,19801.95
41122,14327,18093,42,NY,5850.199999999999
110559,15576,5782,67,CA,23002.700000000004
103543,946,1234,22,CA,20542.000000000004
113441,14693,24877,51,WA,18672.9
71786,16890,5205,56,FL,15589.45
124934,15540,1420,27,TX,26962.800000000003
129804,6719,29204,64,WA,19667.65
36737,8435,17152,24,TX,4324.6500000000015
66062,11350,22418,54,CA,9310.400000000001
84237,3590,9596,64,FL,14986.900000000001
81571,10064,25019,69,FL,11569.05
55510,17576,19488,69,CA,8866.4
49426,17848,4355,32,NY,11473.650000000001
67265,390,19689,59,FL,8589.25
47850,12668,17922,41,NY,6989.700000000001
148249,11569,28506,43,TX,24258.65
96150,13029,17715,43,FL,16755.6
117312,13107,24552,63,CA,19290.45
119613,2560,23323,43,NY,18475.850000000002
104910,5867,8261,27,TX,19796.8
82375,15284,13765,34,TX,15326.349999999999
65435,1211,21942,31,FL,7783.15
126443,9121,5944,19,FL,25170.750000000004
87132,1539,28011,65,WA,10654.5
108945,17027,7126,30,WA,22561.55
112050,8693,16864,44,FL,19497.95
125402,8921,5263,26,WA,25102.800000000003
32983,17667,20478,24,CA,4127.15
127241,10310,22551,65,CA,21356.95
50662,12744,15300,27,WA,8219.000000000002
53510,4386,28072,26,FL,4341.9
108187,17303,2793,39,CA,23534.600000000002
70998,12242,2892,40,TX,15312.9
86846,18723,1198,24,FL,19878.15
124071,14257,24395,65,NY,20854.0
36640,8947,18756,26,NY,3981.0499999999993
74547,13946,18276,44,FL,12432.300000000003
84620,5930,22174,41,WA,12270.0
45317,5402,1883,46,CA,9402.949999999999
145608,16017,21851,34,CA,26061.4
37564,507,797,37,FL,7389.6
57345,1436,8209,24,TX,9632.15
143824,11618,8235,60,WA,28448.750000000004
124223,8750,16538,57,TX,22022.600000000002
109273,16122,21346,24,FL,18936.4
104859,7354,15257,45,FL,18260.65
110765,11294,28024,36,TX,16841.1
140017,13840,29414,37,NY,22725.9
104038,4399,20464,61,FL,16351.45
82393,5037,8050,56,WA,15221.650000000001
96081,15848,5947,57,TX,20106.65
132650,3715,9617,24,NY,24683.0
59430,14877,20704,23,TX,8941.55
105532,7837,28888,42,NY,15059.95
57788,1301,28215,58,NY,4699.0
